%       time         npart          tres             T             Z            N2            CO    A1CH3-C7H9        BIOOIL           rho
 0.00000E+00             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.00000E+00   1.98000E-01
 5.00000E-04             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.43504E-04   4.24829E-03   9.95608E-01   1.93814E-01
 1.00000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.85824E-04   8.46153E-03   9.91253E-01   1.94495E-01
 1.50000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   4.26975E-04   1.26401E-02   9.86933E-01   1.95176E-01
 2.00000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.66970E-04   1.67846E-02   9.82648E-01   1.95856E-01
 2.50000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.05825E-04   2.08952E-02   9.78399E-01   1.96534E-01
 3.00000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.43552E-04   2.49724E-02   9.74184E-01   1.97213E-01
 3.50000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.80165E-04   2.90167E-02   9.70003E-01   1.97890E-01
 4.00000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.11568E-03   3.30285E-02   9.65856E-01   1.98566E-01
 4.50000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.25010E-03   3.70080E-02   9.61742E-01   1.99242E-01
 5.00000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.38346E-03   4.09558E-02   9.57661E-01   1.99916E-01
 5.50000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.51575E-03   4.48721E-02   9.53612E-01   2.00590E-01
 6.00000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.64699E-03   4.87574E-02   9.49596E-01   2.01263E-01
 6.50000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.77720E-03   5.26120E-02   9.45611E-01   2.01935E-01
 7.00000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.90638E-03   5.64364E-02   9.41657E-01   2.02607E-01
 7.50000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.03455E-03   6.02307E-02   9.37735E-01   2.03277E-01
 8.00000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.16172E-03   6.39955E-02   9.33843E-01   2.03947E-01
 8.50000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.28791E-03   6.77310E-02   9.29981E-01   2.04616E-01
 9.00000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.41311E-03   7.14376E-02   9.26149E-01   2.05284E-01
 9.50000E-03             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.53735E-03   7.51155E-02   9.22347E-01   2.05951E-01
 1.00000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.66064E-03   7.87653E-02   9.18574E-01   2.06617E-01
 1.05000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.78298E-03   8.23871E-02   9.14830E-01   2.07283E-01
 1.10000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.90439E-03   8.59812E-02   9.11114E-01   2.07948E-01
 1.15000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   3.02487E-03   8.95481E-02   9.07427E-01   2.08612E-01
 1.20000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   3.14445E-03   9.30880E-02   9.03768E-01   2.09275E-01
 1.25000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   3.26312E-03   9.66012E-02   9.00136E-01   2.09937E-01
 1.30000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   3.38090E-03   1.00088E-01   8.96531E-01   2.10598E-01
 1.35000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   3.49780E-03   1.03549E-01   8.92954E-01   2.11259E-01
 1.40000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   3.61383E-03   1.06984E-01   8.89403E-01   2.11919E-01
 1.45000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   3.72900E-03   1.10393E-01   8.85878E-01   2.12578E-01
 1.50000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   3.84331E-03   1.13777E-01   8.82380E-01   2.13236E-01
 1.55000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   3.95679E-03   1.17136E-01   8.78907E-01   2.13893E-01
 1.60000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   4.06942E-03   1.20471E-01   8.75460E-01   2.14550E-01
 1.65000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   4.18124E-03   1.23781E-01   8.72038E-01   2.15206E-01
 1.70000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   4.29224E-03   1.27067E-01   8.68641E-01   2.15861E-01
 1.75000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   4.40243E-03   1.30329E-01   8.65268E-01   2.16515E-01
 1.80000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   4.51182E-03   1.33568E-01   8.61920E-01   2.17168E-01
 1.85000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   4.62043E-03   1.36783E-01   8.58597E-01   2.17821E-01
 1.90000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   4.72825E-03   1.39975E-01   8.55297E-01   2.18473E-01
 1.95000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   4.83531E-03   1.43144E-01   8.52021E-01   2.19124E-01
 2.00000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   4.94159E-03   1.46291E-01   8.48768E-01   2.19774E-01
 2.05000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.04713E-03   1.49415E-01   8.45538E-01   2.20423E-01
 2.10000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.15191E-03   1.52517E-01   8.42331E-01   2.21072E-01
 2.15000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.25595E-03   1.55597E-01   8.39147E-01   2.21720E-01
 2.20000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.35927E-03   1.58655E-01   8.35985E-01   2.22367E-01
 2.25000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.46185E-03   1.61692E-01   8.32846E-01   2.23013E-01
 2.30000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.56372E-03   1.64708E-01   8.29728E-01   2.23658E-01
 2.35000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.66488E-03   1.67703E-01   8.26632E-01   2.24303E-01
 2.40000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.76534E-03   1.70677E-01   8.23558E-01   2.24947E-01
 2.45000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.86511E-03   1.73630E-01   8.20505E-01   2.25590E-01
 2.50000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   5.96418E-03   1.76563E-01   8.17473E-01   2.26232E-01
 2.55000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   6.06258E-03   1.79476E-01   8.14461E-01   2.26873E-01
 2.60000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   6.16030E-03   1.82369E-01   8.11471E-01   2.27514E-01
 2.65000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   6.25736E-03   1.85242E-01   8.08500E-01   2.28154E-01
 2.70000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   6.35375E-03   1.88096E-01   8.05550E-01   2.28793E-01
 2.75000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   6.44950E-03   1.90930E-01   8.02620E-01   2.29432E-01
 2.80000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   6.54459E-03   1.93746E-01   7.99710E-01   2.30069E-01
 2.85000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   6.63905E-03   1.96542E-01   7.96819E-01   2.30706E-01
 2.90000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   6.73287E-03   1.99319E-01   7.93948E-01   2.31342E-01
 2.95000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   6.82607E-03   2.02078E-01   7.91096E-01   2.31977E-01
 3.00000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   6.91864E-03   2.04819E-01   7.88262E-01   2.32612E-01
 3.05000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.01060E-03   2.07541E-01   7.85448E-01   2.33246E-01
 3.10000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.10195E-03   2.10246E-01   7.82652E-01   2.33879E-01
 3.15000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.19270E-03   2.12932E-01   7.79875E-01   2.34511E-01
 3.20000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.28285E-03   2.15601E-01   7.77116E-01   2.35142E-01
 3.25000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.37241E-03   2.18252E-01   7.74375E-01   2.35773E-01
 3.30000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.46138E-03   2.20886E-01   7.71652E-01   2.36403E-01
 3.35000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.54977E-03   2.23503E-01   7.68947E-01   2.37032E-01
 3.40000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.63760E-03   2.26103E-01   7.66260E-01   2.37660E-01
 3.45000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.72485E-03   2.28686E-01   7.63589E-01   2.38288E-01
 3.50000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.81154E-03   2.31252E-01   7.60936E-01   2.38915E-01
 3.55000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.89767E-03   2.33802E-01   7.58300E-01   2.39541E-01
 3.60000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   7.98325E-03   2.36336E-01   7.55681E-01   2.40166E-01
 3.65000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.06828E-03   2.38853E-01   7.53079E-01   2.40791E-01
 3.70000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.15278E-03   2.41354E-01   7.50493E-01   2.41415E-01
 3.75000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.23673E-03   2.43840E-01   7.47924E-01   2.42038E-01
 3.80000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.32016E-03   2.46309E-01   7.45371E-01   2.42660E-01
 3.85000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.40305E-03   2.48763E-01   7.42834E-01   2.43282E-01
 3.90000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.48543E-03   2.51202E-01   7.40313E-01   2.43903E-01
 3.95000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.56729E-03   2.53625E-01   7.37807E-01   2.44523E-01
 4.00000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.64864E-03   2.56034E-01   7.35318E-01   2.45143E-01
 4.05000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.72948E-03   2.58427E-01   7.32844E-01   2.45761E-01
 4.10000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.80982E-03   2.60805E-01   7.30385E-01   2.46379E-01
 4.15000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.88966E-03   2.63169E-01   7.27941E-01   2.46996E-01
 4.20000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   8.96901E-03   2.65518E-01   7.25513E-01   2.47613E-01
 4.25000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.04787E-03   2.67853E-01   7.23100E-01   2.48228E-01
 4.30000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.12625E-03   2.70173E-01   7.20701E-01   2.48843E-01
 4.35000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.20415E-03   2.72479E-01   7.18317E-01   2.49458E-01
 4.40000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.28157E-03   2.74771E-01   7.15948E-01   2.50071E-01
 4.45000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.35852E-03   2.77049E-01   7.13593E-01   2.50684E-01
 4.50000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.43500E-03   2.79313E-01   7.11252E-01   2.51296E-01
 4.55000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.51103E-03   2.81564E-01   7.08925E-01   2.51907E-01
 4.60000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.58659E-03   2.83801E-01   7.06613E-01   2.52518E-01
 4.65000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.66170E-03   2.86024E-01   7.04314E-01   2.53127E-01
 4.70000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.73636E-03   2.88235E-01   7.02029E-01   2.53737E-01
 4.75000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.81058E-03   2.90432E-01   6.99758E-01   2.54345E-01
 4.80000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.88435E-03   2.92616E-01   6.97500E-01   2.54953E-01
 4.85000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   9.95769E-03   2.94787E-01   6.95256E-01   2.55560E-01
 4.90000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.00306E-02   2.96945E-01   6.93025E-01   2.56166E-01
 4.95000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.01031E-02   2.99090E-01   6.90807E-01   2.56771E-01
 5.00000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.01751E-02   3.01223E-01   6.88602E-01   2.57376E-01
 5.05000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.02467E-02   3.03343E-01   6.86410E-01   2.57980E-01
 5.10000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.03179E-02   3.05451E-01   6.84231E-01   2.58583E-01
 5.15000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.03887E-02   3.07547E-01   6.82065E-01   2.59186E-01
 5.20000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.04591E-02   3.09630E-01   6.79911E-01   2.59788E-01
 5.25000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.05291E-02   3.11701E-01   6.77770E-01   2.60389E-01
 5.30000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.05986E-02   3.13761E-01   6.75641E-01   2.60990E-01
 5.35000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.06678E-02   3.15808E-01   6.73524E-01   2.61589E-01
 5.40000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.07365E-02   3.17844E-01   6.71420E-01   2.62188E-01
 5.45000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.08049E-02   3.19868E-01   6.69327E-01   2.62787E-01
 5.50000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.08729E-02   3.21880E-01   6.67247E-01   2.63384E-01
 5.55000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.09405E-02   3.23881E-01   6.65178E-01   2.63981E-01
 5.60000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.10077E-02   3.25871E-01   6.63122E-01   2.64578E-01
 5.65000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.10745E-02   3.27849E-01   6.61076E-01   2.65173E-01
 5.70000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.11410E-02   3.29816E-01   6.59043E-01   2.65768E-01
 5.75000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.12070E-02   3.31772E-01   6.57021E-01   2.66362E-01
 5.80000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.12727E-02   3.33717E-01   6.55010E-01   2.66955E-01
 5.85000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.13381E-02   3.35651E-01   6.53011E-01   2.67548E-01
 5.90000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.14030E-02   3.37575E-01   6.51022E-01   2.68140E-01
 5.95000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.14676E-02   3.39487E-01   6.49045E-01   2.68732E-01
 6.00000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.15319E-02   3.41389E-01   6.47079E-01   2.69322E-01
 6.05000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.15958E-02   3.43281E-01   6.45124E-01   2.69912E-01
 6.10000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.16593E-02   3.45162E-01   6.43179E-01   2.70501E-01
 6.15000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.17225E-02   3.47032E-01   6.41245E-01   2.71090E-01
 6.20000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.17853E-02   3.48892E-01   6.39322E-01   2.71678E-01
 6.25000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.18478E-02   3.50742E-01   6.37410E-01   2.72265E-01
 6.30000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.19100E-02   3.52582E-01   6.35508E-01   2.72851E-01
 6.35000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.19718E-02   3.54412E-01   6.33616E-01   2.73437E-01
 6.40000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.20333E-02   3.56232E-01   6.31734E-01   2.74022E-01
 6.45000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.20944E-02   3.58042E-01   6.29863E-01   2.74607E-01
 6.50000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.21552E-02   3.59843E-01   6.28002E-01   2.75190E-01
 6.55000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.22157E-02   3.61633E-01   6.26151E-01   2.75773E-01
 6.60000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.22759E-02   3.63414E-01   6.24310E-01   2.76356E-01
 6.65000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.23357E-02   3.65186E-01   6.22479E-01   2.76938E-01
 6.70000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.23952E-02   3.66948E-01   6.20657E-01   2.77519E-01
 6.75000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.24544E-02   3.68700E-01   6.18846E-01   2.78099E-01
 6.80000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.25133E-02   3.70443E-01   6.17044E-01   2.78679E-01
 6.85000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.25719E-02   3.72177E-01   6.15251E-01   2.79258E-01
 6.90000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.26301E-02   3.73902E-01   6.13468E-01   2.79836E-01
 6.95000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.26881E-02   3.75617E-01   6.11694E-01   2.80413E-01
 7.00000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.27457E-02   3.77324E-01   6.09930E-01   2.80990E-01
 7.05000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.28031E-02   3.79022E-01   6.08175E-01   2.81567E-01
 7.10000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.28601E-02   3.80710E-01   6.06430E-01   2.82142E-01
 7.15000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.29169E-02   3.82390E-01   6.04693E-01   2.82717E-01
 7.20000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.29733E-02   3.84061E-01   6.02965E-01   2.83292E-01
 7.25000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.30295E-02   3.85724E-01   6.01247E-01   2.83865E-01
 7.30000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.30853E-02   3.87377E-01   5.99537E-01   2.84438E-01
 7.35000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.31409E-02   3.89023E-01   5.97836E-01   2.85010E-01
 7.40000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.31962E-02   3.90659E-01   5.96144E-01   2.85582E-01
 7.45000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.32512E-02   3.92288E-01   5.94461E-01   2.86153E-01
 7.50000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.33059E-02   3.93908E-01   5.92786E-01   2.86723E-01
 7.55000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.33604E-02   3.95519E-01   5.91120E-01   2.87293E-01
 7.60000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.34145E-02   3.97123E-01   5.89463E-01   2.87862E-01
 7.65000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.34684E-02   3.98718E-01   5.87814E-01   2.88430E-01
 7.70000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.35220E-02   4.00305E-01   5.86173E-01   2.88998E-01
 7.75000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.35754E-02   4.01884E-01   5.84540E-01   2.89565E-01
 7.80000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.36284E-02   4.03455E-01   5.82916E-01   2.90131E-01
 7.85000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.36812E-02   4.05019E-01   5.81300E-01   2.90697E-01
 7.90000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.37338E-02   4.06574E-01   5.79692E-01   2.91262E-01
 7.95000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.37861E-02   4.08121E-01   5.78093E-01   2.91826E-01
 8.00000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.38381E-02   4.09661E-01   5.76501E-01   2.92390E-01
 8.05000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.38898E-02   4.11193E-01   5.74917E-01   2.92953E-01
 8.10000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.39413E-02   4.12718E-01   5.73341E-01   2.93515E-01
 8.15000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.39925E-02   4.14234E-01   5.71773E-01   2.94077E-01
 8.20000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.40435E-02   4.15744E-01   5.70213E-01   2.94638E-01
 8.25000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.40943E-02   4.17246E-01   5.68660E-01   2.95199E-01
 8.30000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.41447E-02   4.18740E-01   5.67115E-01   2.95759E-01
 8.35000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.41950E-02   4.20227E-01   5.65578E-01   2.96318E-01
 8.40000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.42450E-02   4.21707E-01   5.64048E-01   2.96876E-01
 8.45000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.42947E-02   4.23179E-01   5.62526E-01   2.97434E-01
 8.50000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.43442E-02   4.24645E-01   5.61011E-01   2.97991E-01
 8.55000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.43935E-02   4.26103E-01   5.59504E-01   2.98548E-01
 8.60000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.44425E-02   4.27554E-01   5.58003E-01   2.99104E-01
 8.65000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.44913E-02   4.28998E-01   5.56511E-01   2.99659E-01
 8.70000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.45398E-02   4.30435E-01   5.55025E-01   3.00214E-01
 8.75000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.45881E-02   4.31865E-01   5.53547E-01   3.00768E-01
 8.80000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.46362E-02   4.33289E-01   5.52075E-01   3.01322E-01
 8.85000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.46840E-02   4.34705E-01   5.50611E-01   3.01874E-01
 8.90000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.47316E-02   4.36115E-01   5.49154E-01   3.02427E-01
 8.95000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.47790E-02   4.37517E-01   5.47703E-01   3.02978E-01
 9.00000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.48262E-02   4.38914E-01   5.46260E-01   3.03529E-01
 9.05000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.48731E-02   4.40303E-01   5.44824E-01   3.04079E-01
 9.10000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.49198E-02   4.41686E-01   5.43394E-01   3.04629E-01
 9.15000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.49663E-02   4.43062E-01   5.41971E-01   3.05178E-01
 9.20000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.50126E-02   4.44432E-01   5.40555E-01   3.05726E-01
 9.25000E-02             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   1.50587E-02   4.45796E-01   5.39146E-01   3.06274E-01
