%       time         npart          tres             T             Z            N2            CO    A1CH3-C7H9        BIOOIL           rho
 2.37000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.29474E-02   6.79333E-01   2.97720E-01   4.41889E-01
 2.37500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.29636E-02   6.79812E-01   2.97225E-01   4.42290E-01
 2.38000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.29797E-02   6.80289E-01   2.96731E-01   4.42691E-01
 2.38500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.29958E-02   6.80765E-01   2.96240E-01   4.43092E-01
 2.39000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.30118E-02   6.81239E-01   2.95749E-01   4.43492E-01
 2.39500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.30278E-02   6.81712E-01   2.95260E-01   4.43891E-01
 2.40000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.30437E-02   6.82184E-01   2.94772E-01   4.44291E-01
 2.40500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.30596E-02   6.82655E-01   2.94285E-01   4.44690E-01
 2.41000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.30755E-02   6.83124E-01   2.93800E-01   4.45088E-01
 2.41500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.30913E-02   6.83592E-01   2.93317E-01   4.45486E-01
 2.42000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.31070E-02   6.84059E-01   2.92834E-01   4.45884E-01
 2.42500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.31227E-02   6.84524E-01   2.92353E-01   4.46281E-01
 2.43000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.31384E-02   6.84988E-01   2.91874E-01   4.46678E-01
 2.43500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.31540E-02   6.85451E-01   2.91395E-01   4.47075E-01
 2.44000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.31696E-02   6.85912E-01   2.90918E-01   4.47471E-01
 2.44500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.31852E-02   6.86372E-01   2.90442E-01   4.47866E-01
 2.45000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.32007E-02   6.86831E-01   2.89968E-01   4.48262E-01
 2.45500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.32161E-02   6.87289E-01   2.89495E-01   4.48657E-01
 2.46000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.32316E-02   6.87745E-01   2.89023E-01   4.49051E-01
 2.46500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.32469E-02   6.88200E-01   2.88553E-01   4.49445E-01
 2.47000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.32623E-02   6.88654E-01   2.88083E-01   4.49839E-01
 2.47500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.32776E-02   6.89107E-01   2.87616E-01   4.50232E-01
 2.48000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.32928E-02   6.89558E-01   2.87149E-01   4.50625E-01
 2.48500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.33080E-02   6.90008E-01   2.86684E-01   4.51018E-01
 2.49000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.33232E-02   6.90457E-01   2.86220E-01   4.51410E-01
 2.49500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.33383E-02   6.90905E-01   2.85757E-01   4.51802E-01
 2.50000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.33534E-02   6.91351E-01   2.85295E-01   4.52193E-01
 2.50500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.33684E-02   6.91797E-01   2.84835E-01   4.52584E-01
 2.51000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.33834E-02   6.92241E-01   2.84376E-01   4.52975E-01
 2.51500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.33984E-02   6.92684E-01   2.83918E-01   4.53365E-01
 2.52000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.34133E-02   6.93125E-01   2.83462E-01   4.53754E-01
 2.52500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.34282E-02   6.93566E-01   2.83006E-01   4.54144E-01
 2.53000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.34430E-02   6.94005E-01   2.82552E-01   4.54533E-01
 2.53500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.34578E-02   6.94443E-01   2.82099E-01   4.54922E-01
 2.54000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.34725E-02   6.94880E-01   2.81648E-01   4.55310E-01
 2.54500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.34873E-02   6.95315E-01   2.81197E-01   4.55698E-01
 2.55000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.35019E-02   6.95750E-01   2.80748E-01   4.56085E-01
 2.55500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.35166E-02   6.96183E-01   2.80300E-01   4.56472E-01
 2.56000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.35312E-02   6.96615E-01   2.79854E-01   4.56859E-01
 2.56500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.35457E-02   6.97046E-01   2.79408E-01   4.57245E-01
 2.57000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.35603E-02   6.97476E-01   2.78964E-01   4.57631E-01
 2.57500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.35747E-02   6.97905E-01   2.78520E-01   4.58017E-01
 2.58000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.35892E-02   6.98332E-01   2.78078E-01   4.58402E-01
 2.58500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.36036E-02   6.98759E-01   2.77638E-01   4.58787E-01
 2.59000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.36179E-02   6.99184E-01   2.77198E-01   4.59171E-01
 2.59500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.36323E-02   6.99608E-01   2.76760E-01   4.59555E-01
 2.60000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.36466E-02   7.00031E-01   2.76322E-01   4.59939E-01
 2.60500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.36608E-02   7.00453E-01   2.75886E-01   4.60322E-01
 2.61000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.36750E-02   7.00874E-01   2.75451E-01   4.60705E-01
 2.61500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.36892E-02   7.01293E-01   2.75017E-01   4.61087E-01
 2.62000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.37033E-02   7.01712E-01   2.74585E-01   4.61469E-01
 2.62500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.37174E-02   7.02129E-01   2.74153E-01   4.61851E-01
 2.63000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.37315E-02   7.02546E-01   2.73723E-01   4.62232E-01
 2.63500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.37455E-02   7.02961E-01   2.73294E-01   4.62613E-01
 2.64000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.37595E-02   7.03375E-01   2.72865E-01   4.62994E-01
 2.64500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.37735E-02   7.03788E-01   2.72438E-01   4.63374E-01
 2.65000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.37874E-02   7.04200E-01   2.72013E-01   4.63754E-01
 2.65500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.38013E-02   7.04611E-01   2.71588E-01   4.64133E-01
 2.66000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.38151E-02   7.05021E-01   2.71164E-01   4.64513E-01
 2.66500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.38289E-02   7.05429E-01   2.70742E-01   4.64891E-01
 2.67000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.38427E-02   7.05837E-01   2.70320E-01   4.65270E-01
 2.67500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.38564E-02   7.06244E-01   2.69900E-01   4.65648E-01
 2.68000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.38701E-02   7.06649E-01   2.69481E-01   4.66025E-01
 2.68500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.38838E-02   7.07054E-01   2.69062E-01   4.66402E-01
 2.69000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.38974E-02   7.07457E-01   2.68645E-01   4.66779E-01
 2.69500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.39110E-02   7.07860E-01   2.68229E-01   4.67156E-01
 2.70000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.39246E-02   7.08261E-01   2.67815E-01   4.67532E-01
 2.70500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.39381E-02   7.08661E-01   2.67401E-01   4.67908E-01
 2.71000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.39516E-02   7.09060E-01   2.66988E-01   4.68283E-01
 2.71500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.39650E-02   7.09459E-01   2.66576E-01   4.68658E-01
 2.72000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.39784E-02   7.09856E-01   2.66166E-01   4.69032E-01
 2.72500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.39918E-02   7.10252E-01   2.65756E-01   4.69407E-01
 2.73000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.40052E-02   7.10647E-01   2.65348E-01   4.69781E-01
 2.73500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.40185E-02   7.11041E-01   2.64940E-01   4.70154E-01
 2.74000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.40318E-02   7.11434E-01   2.64534E-01   4.70527E-01
 2.74500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.40450E-02   7.11827E-01   2.64128E-01   4.70900E-01
 2.75000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.40582E-02   7.12218E-01   2.63724E-01   4.71273E-01
 2.75500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.40714E-02   7.12608E-01   2.63321E-01   4.71645E-01
 2.76000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.40845E-02   7.12997E-01   2.62919E-01   4.72016E-01
 2.76500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.40976E-02   7.13385E-01   2.62517E-01   4.72388E-01
 2.77000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.41107E-02   7.13772E-01   2.62117E-01   4.72759E-01
 2.77500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.41238E-02   7.14158E-01   2.61718E-01   4.73129E-01
 2.78000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.41368E-02   7.14544E-01   2.61320E-01   4.73499E-01
 2.78500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.41498E-02   7.14928E-01   2.60923E-01   4.73869E-01
 2.79000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.41627E-02   7.15311E-01   2.60526E-01   4.74239E-01
 2.79500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.41756E-02   7.15693E-01   2.60131E-01   4.74608E-01
 2.80000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.41885E-02   7.16074E-01   2.59737E-01   4.74977E-01
 2.80500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.42013E-02   7.16455E-01   2.59344E-01   4.75345E-01
 2.81000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.42142E-02   7.16834E-01   2.58952E-01   4.75713E-01
 2.81500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.42269E-02   7.17212E-01   2.58561E-01   4.76081E-01
 2.82000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.42397E-02   7.17590E-01   2.58170E-01   4.76448E-01
 2.82500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.42524E-02   7.17966E-01   2.57781E-01   4.76815E-01
 2.83000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.42651E-02   7.18342E-01   2.57393E-01   4.77182E-01
 2.83500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.42777E-02   7.18717E-01   2.57006E-01   4.77548E-01
 2.84000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.42904E-02   7.19090E-01   2.56619E-01   4.77914E-01
 2.84500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.43030E-02   7.19463E-01   2.56234E-01   4.78280E-01
 2.85000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.43155E-02   7.19835E-01   2.55850E-01   4.78645E-01
 2.85500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.43280E-02   7.20206E-01   2.55466E-01   4.79010E-01
 2.86000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.43405E-02   7.20576E-01   2.55084E-01   4.79374E-01
 2.86500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.43530E-02   7.20945E-01   2.54702E-01   4.79738E-01
 2.87000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.43654E-02   7.21313E-01   2.54322E-01   4.80102E-01
 2.87500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.43778E-02   7.21680E-01   2.53942E-01   4.80465E-01
 2.88000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.43902E-02   7.22046E-01   2.53564E-01   4.80828E-01
 2.88500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.44026E-02   7.22412E-01   2.53186E-01   4.81191E-01
 2.89000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.44149E-02   7.22776E-01   2.52809E-01   4.81554E-01
 2.89500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.44271E-02   7.23140E-01   2.52433E-01   4.81916E-01
 2.90000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.44394E-02   7.23502E-01   2.52058E-01   4.82277E-01
 2.90500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.44516E-02   7.23864E-01   2.51684E-01   4.82639E-01
 2.91000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.44638E-02   7.24225E-01   2.51311E-01   4.82999E-01
 2.91500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.44760E-02   7.24585E-01   2.50939E-01   4.83360E-01
 2.92000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.44881E-02   7.24944E-01   2.50568E-01   4.83720E-01
 2.92500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.45002E-02   7.25302E-01   2.50198E-01   4.84080E-01
 2.93000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.45123E-02   7.25659E-01   2.49828E-01   4.84440E-01
 2.93500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.45243E-02   7.26016E-01   2.49460E-01   4.84799E-01
 2.94000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.45363E-02   7.26372E-01   2.49092E-01   4.85158E-01
 2.94500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.45483E-02   7.26726E-01   2.48725E-01   4.85516E-01
 2.95000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.45603E-02   7.27080E-01   2.48360E-01   4.85875E-01
 2.95500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.45722E-02   7.27433E-01   2.47995E-01   4.86232E-01
 2.96000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.45841E-02   7.27785E-01   2.47631E-01   4.86590E-01
 2.96500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.45959E-02   7.28137E-01   2.47268E-01   4.86947E-01
 2.97000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.46078E-02   7.28487E-01   2.46905E-01   4.87304E-01
 2.97500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.46196E-02   7.28837E-01   2.46544E-01   4.87660E-01
 2.98000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.46314E-02   7.29185E-01   2.46183E-01   4.88016E-01
 2.98500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.46431E-02   7.29533E-01   2.45824E-01   4.88372E-01
 2.99000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.46548E-02   7.29880E-01   2.45465E-01   4.88727E-01
 2.99500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.46665E-02   7.30226E-01   2.45107E-01   4.89082E-01
 3.00000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.46782E-02   7.30572E-01   2.44750E-01   4.89437E-01
 3.00500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.46898E-02   7.30916E-01   2.44394E-01   4.89792E-01
 3.01000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.47015E-02   7.31260E-01   2.44039E-01   4.90146E-01
 3.01500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.47130E-02   7.31603E-01   2.43684E-01   4.90499E-01
 3.02000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.47246E-02   7.31945E-01   2.43331E-01   4.90853E-01
 3.02500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.47361E-02   7.32286E-01   2.42978E-01   4.91206E-01
 3.03000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.47476E-02   7.32627E-01   2.42626E-01   4.91558E-01
 3.03500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.47591E-02   7.32966E-01   2.42275E-01   4.91911E-01
 3.04000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.47705E-02   7.33305E-01   2.41925E-01   4.92263E-01
 3.04500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.47819E-02   7.33643E-01   2.41575E-01   4.92614E-01
 3.05000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.47933E-02   7.33980E-01   2.41227E-01   4.92966E-01
 3.05500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.48047E-02   7.34316E-01   2.40879E-01   4.93317E-01
 3.06000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.48160E-02   7.34652E-01   2.40532E-01   4.93667E-01
 3.06500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.48273E-02   7.34987E-01   2.40186E-01   4.94018E-01
 3.07000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.48386E-02   7.35321E-01   2.39841E-01   4.94367E-01
 3.07500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.48499E-02   7.35654E-01   2.39496E-01   4.94717E-01
 3.08000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.48611E-02   7.35986E-01   2.39153E-01   4.95066E-01
 3.08500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.48723E-02   7.36318E-01   2.38810E-01   4.95415E-01
 3.09000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.48835E-02   7.36649E-01   2.38468E-01   4.95764E-01
 3.09500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.48946E-02   7.36979E-01   2.38127E-01   4.96112E-01
 3.10000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.49057E-02   7.37308E-01   2.37786E-01   4.96460E-01
 3.10500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.49168E-02   7.37636E-01   2.37447E-01   4.96808E-01
 3.11000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.49279E-02   7.37964E-01   2.37108E-01   4.97155E-01
 3.11500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.49390E-02   7.38291E-01   2.36770E-01   4.97502E-01
 3.12000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.49500E-02   7.38617E-01   2.36433E-01   4.97849E-01
 3.12500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.49610E-02   7.38943E-01   2.36096E-01   4.98195E-01
 3.13000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.49719E-02   7.39267E-01   2.35761E-01   4.98541E-01
 3.13500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.49829E-02   7.39591E-01   2.35426E-01   4.98887E-01
 3.14000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.49938E-02   7.39914E-01   2.35092E-01   4.99232E-01
 3.14500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.50047E-02   7.40237E-01   2.34759E-01   4.99577E-01
 3.15000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.50155E-02   7.40558E-01   2.34426E-01   4.99922E-01
 3.15500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.50264E-02   7.40879E-01   2.34094E-01   5.00266E-01
 3.16000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.50372E-02   7.41199E-01   2.33764E-01   5.00610E-01
 3.16500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.50480E-02   7.41519E-01   2.33433E-01   5.00954E-01
 3.17000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.50587E-02   7.41837E-01   2.33104E-01   5.01297E-01
 3.17500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.50695E-02   7.42155E-01   2.32775E-01   5.01640E-01
 3.18000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.50802E-02   7.42472E-01   2.32447E-01   5.01983E-01
 3.18500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.50909E-02   7.42789E-01   2.32120E-01   5.02325E-01
 3.19000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.51016E-02   7.43104E-01   2.31794E-01   5.02667E-01
 3.19500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.51122E-02   7.43419E-01   2.31468E-01   5.03009E-01
 3.20000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.51228E-02   7.43734E-01   2.31144E-01   5.03350E-01
 3.20500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.51334E-02   7.44047E-01   2.30819E-01   5.03691E-01
 3.21000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.51440E-02   7.44360E-01   2.30496E-01   5.04032E-01
 3.21500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.51545E-02   7.44672E-01   2.30173E-01   5.04372E-01
 3.22000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.51650E-02   7.44983E-01   2.29852E-01   5.04712E-01
 3.22500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.51755E-02   7.45294E-01   2.29530E-01   5.05052E-01
 3.23000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.51860E-02   7.45604E-01   2.29210E-01   5.05391E-01
 3.23500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.51964E-02   7.45913E-01   2.28890E-01   5.05731E-01
 3.24000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.52068E-02   7.46222E-01   2.28571E-01   5.06069E-01
 3.24500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.52172E-02   7.46529E-01   2.28253E-01   5.06408E-01
 3.25000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.52276E-02   7.46837E-01   2.27936E-01   5.06746E-01
 3.25500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.52380E-02   7.47143E-01   2.27619E-01   5.07084E-01
 3.26000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.52483E-02   7.47449E-01   2.27303E-01   5.07421E-01
 3.26500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.52586E-02   7.47754E-01   2.26988E-01   5.07758E-01
 3.27000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.52689E-02   7.48058E-01   2.26673E-01   5.08095E-01
 3.27500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.52791E-02   7.48362E-01   2.26359E-01   5.08432E-01
 3.28000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.52894E-02   7.48665E-01   2.26046E-01   5.08768E-01
 3.28500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.52996E-02   7.48967E-01   2.25734E-01   5.09104E-01
 3.29000E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.53098E-02   7.49268E-01   2.25422E-01   5.09440E-01
 3.29500E-01             1   0.00000E+00   1.07300E+03   1.00000E+00   0.00000E+00   2.53199E-02   7.49569E-01   2.25111E-01   5.09775E-01
